seller_id,avg_monthly_revenue
b37c4c02bda3161a7546a4e6d222d5b2,109312.796875
53243585a1d6dc2643021fd1853d8905,70498.22032165527
7c67e1448b00f6e969d365cea6b010ab,65609.13001441956
955fee9216a65b617aa5c0531780ce60,59552.5200881958
7c67e1448b00f6e969d365cea6b010ab,58230.3586807251
7c67e1448b00f6e969d365cea6b010ab,53696.32020187378
8e6d7754bc7e0f22c96d255ebda59eba,50386.548027038574
7c67e1448b00f6e969d365cea6b010ab,49698.54017496109
ce27a3cc3c8cc1ea79d11e561e9bebb6,48472.32098817825
53243585a1d6dc2643021fd1853d8905,46878.409812927246
1f50f920176fa81dab994f9023523100,46103.17960548401
53243585a1d6dc2643021fd1853d8905,45273.69026184082
1025f0e2d44d7041d6cf58b6550e0bfa,42847.76001358032
7c67e1448b00f6e969d365cea6b010ab,39867.52946472168
7c67e1448b00f6e969d365cea6b010ab,38953.660137176514
955fee9216a65b617aa5c0531780ce60,38835.00023266114
f08a5b9dd6767129688d001acafc21e5,38649.01028442383
1025f0e2d44d7041d6cf58b6550e0bfa,37856.73985290527
1f50f920176fa81dab994f9023523100,36813.62033653259
7d13fca15225358621be4086e1eb0964,36003.09021759033
53243585a1d6dc2643021fd1853d8905,35787.67012023926
4a3ca9315b744ce9f8e9374361493884,35403.40005493164
1025f0e2d44d7041d6cf58b6550e0bfa,35203.73994445801
1025f0e2d44d7041d6cf58b6550e0bfa,34154.52018356323
1f50f920176fa81dab994f9023523100,33290.84980535507
1025f0e2d44d7041d6cf58b6550e0bfa,31850.19997215271
1025f0e2d44d7041d6cf58b6550e0bfa,31840.510147094727
7c67e1448b00f6e969d365cea6b010ab,31753.85938835144
da8622b14eb17ae2831f4ac5b9dab84a,31698.6798286438
53243585a1d6dc2643021fd1853d8905,31467.760055541992
955fee9216a65b617aa5c0531780ce60,30779.399905204773
25c5c91f63607446a97b143d2d535d31,30684.419845581055
c394e193cda3b4225ff2094d32184849,30186.0009765625
7d13fca15225358621be4086e1eb0964,30018.309956550598
634964b17796e64304cadf1ad3050fb7,29452.059852600098
4869f7a5dfa277a7dca6462dcf3b52b2,29292.169994354248
b37c4c02bda3161a7546a4e6d222d5b2,29099.51953125
7c67e1448b00f6e969d365cea6b010ab,27363.009874343872
7d13fca15225358621be4086e1eb0964,27089.489903450012
da8622b14eb17ae2831f4ac5b9dab84a,27009.339931488037
46dc3b2cc0980fb8ec44634e21d2718e,26693.96994781494
7e93a43ef30c4f03f38b393420bc753a,26609.00984287262
7e93a43ef30c4f03f38b393420bc753a,26282.830039978027
7681ef142fd2c19048da7430856b5588,25197.279914855957
3d871de0142ce09b7081e2b9d1733cb1,24787.33000946045
53243585a1d6dc2643021fd1853d8905,24700.520233154297
4869f7a5dfa277a7dca6462dcf3b52b2,24564.030032634735
8160255418d5aaa7dbdc9f4c64ebda44,24325.74005508423
da8622b14eb17ae2831f4ac5b9dab84a,24284.000023841858
4a3ca9315b744ce9f8e9374361493884,23930.80989897251
fa1c13f2614d7b5c4749cbc52fecda94,23776.910026550293
b839e41795b7f3ad94cc2014a52f6796,23742.470306396484
25c5c91f63607446a97b143d2d535d31,23357.729766845703
1f50f920176fa81dab994f9023523100,23257.54004096985
7681ef142fd2c19048da7430856b5588,23062.349853515625
8e6d7754bc7e0f22c96d255ebda59eba,22933.820056915283
4a3ca9315b744ce9f8e9374361493884,22532.77990937233
1f50f920176fa81dab994f9023523100,22309.089918121696
4869f7a5dfa277a7dca6462dcf3b52b2,22173.6199798584
5dceca129747e92ff8ef7a997dc4f8ca,22136.840042114258
1025f0e2d44d7041d6cf58b6550e0bfa,21926.19995880127
1f50f920176fa81dab994f9023523100,21852.390169382095
da8622b14eb17ae2831f4ac5b9dab84a,21850.32006072998
37be5a7c751166fbc5f8ccba4119e043,21841.57999610901
4869f7a5dfa277a7dca6462dcf3b52b2,21486.979949951172
7c67e1448b00f6e969d365cea6b010ab,21446.849705696106
46dc3b2cc0980fb8ec44634e21d2718e,21400.240005493164
4a3ca9315b744ce9f8e9374361493884,21380.929924964905
7e93a43ef30c4f03f38b393420bc753a,21205.120098114014
25c5c91f63607446a97b143d2d535d31,21143.6297454834
de722cd6dad950a92b7d4f82673f8833,21087.549880981445
955fee9216a65b617aa5c0531780ce60,20776.760149002075
4869f7a5dfa277a7dca6462dcf3b52b2,20565.659974098206
7c67e1448b00f6e969d365cea6b010ab,20523.82999587059
da8622b14eb17ae2831f4ac5b9dab84a,20423.069958925247
1f50f920176fa81dab994f9023523100,20228.670372009277
a1043bafd471dff536d0c462352beb48,20041.90009355545
a1043bafd471dff536d0c462352beb48,19758.77985572815
4869f7a5dfa277a7dca6462dcf3b52b2,19756.580154418945
00fc707aaaad2d31347cf883cd2dfe10,19730.609909057617
da8622b14eb17ae2831f4ac5b9dab84a,19712.05002593994
46dc3b2cc0980fb8ec44634e21d2718e,19626.720001220703
52d76513f0c4d97f3b99570e2c94ee31,19457.04052734375
9803a40e82e45418ab7fb84091af5231,19433.53988647461
6560211a19b47992c3666cc44a7e94c0,19403.22992324829
3d871de0142ce09b7081e2b9d1733cb1,19388.490007400513
4a3ca9315b744ce9f8e9374361493884,19169.47998046875
7a67c85e85bb2ce8582c35f2203ad736,19150.759914278984
59417c56835dd8e2e72f91f809cd4092,19136.739624023438
b1b3948701c5c72445495bd161b83a4c,19094.380004882812
1025f0e2d44d7041d6cf58b6550e0bfa,19076.669925689697
c70c1b0d8ca86052f45a432a38b73958,18962.550018310547
4a3ca9315b744ce9f8e9374361493884,18895.499955534935
6560211a19b47992c3666cc44a7e94c0,18821.839984834194
f326006815956455b2859abd58fe7e39,18790.100372314453
955fee9216a65b617aa5c0531780ce60,18704.870069503784
4869f7a5dfa277a7dca6462dcf3b52b2,18473.160005569458
25c5c91f63607446a97b143d2d535d31,18421.910079956055
f7ba60f8c3f99e7ee4042fdef03b70c4,18346.67985534668
fa1c13f2614d7b5c4749cbc52fecda94,18272.809944152832
77530e9772f57a62c906e1c21538ab82,18269.539611816406
88460e8ebdecbfecb5f9601833981930,18266.589920043945
4869f7a5dfa277a7dca6462dcf3b52b2,18199.570262908936
612170e34b97004b3ba37eae81836b4c,18164.419876098633
1f50f920176fa81dab994f9023523100,17986.16000843048
4869f7a5dfa277a7dca6462dcf3b52b2,17951.48030090332
2eb70248d66e0e3ef83659f71b244378,17860.430053710938
1f50f920176fa81dab994f9023523100,17856.08989715576
4869f7a5dfa277a7dca6462dcf3b52b2,17702.03011417389
fa1c13f2614d7b5c4749cbc52fecda94,17636.850090026855
37be5a7c751166fbc5f8ccba4119e043,17568.830047607422
7c67e1448b00f6e969d365cea6b010ab,17498.609771728516
cc419e0650a3c5ba77189a1882b7556a,17454.19998705387
3d871de0142ce09b7081e2b9d1733cb1,17226.550045967102
04308b1ee57b6625f47df1d56f00eedf,17167.3798828125
56e361f411e38dcef17cdc2a3d99628b,17155.339767456055
e882b2a25a10b9c057cc49695f222c19,17153.600074768066
c70c1b0d8ca86052f45a432a38b73958,16844.249992370605
7c67e1448b00f6e969d365cea6b010ab,16803.66003513336
6560211a19b47992c3666cc44a7e94c0,16774.329808712006
cc419e0650a3c5ba77189a1882b7556a,16676.149953842163
46dc3b2cc0980fb8ec44634e21d2718e,16516.60001182556
da8622b14eb17ae2831f4ac5b9dab84a,16497.540004253387
5dceca129747e92ff8ef7a997dc4f8ca,16398.399963378906
4a3ca9315b744ce9f8e9374361493884,16294.450108766556
7e93a43ef30c4f03f38b393420bc753a,16150.159980773926
4a3ca9315b744ce9f8e9374361493884,16132.100017547607
00ee68308b45bc5e2660cd833c3f81cc,16014.630377292633
7e93a43ef30c4f03f38b393420bc753a,15959.869888305664
4869f7a5dfa277a7dca6462dcf3b52b2,15868.530027389526
4a3ca9315b744ce9f8e9374361493884,15627.880033612251
6560211a19b47992c3666cc44a7e94c0,15592.099968582392
4bfc7a4a1cf8d4d2121c27422d9e50b5,15584.540184020996
04308b1ee57b6625f47df1d56f00eedf,15562.700073242188
1025f0e2d44d7041d6cf58b6550e0bfa,15419.880041122437
da8622b14eb17ae2831f4ac5b9dab84a,15200.979810714722
4a3ca9315b744ce9f8e9374361493884,15184.140048980713
de722cd6dad950a92b7d4f82673f8833,15062.700293540955
25c5c91f63607446a97b143d2d535d31,15060.459716796875
2eb70248d66e0e3ef83659f71b244378,14979.410060882568
7c67e1448b00f6e969d365cea6b010ab,14928.069999694824
da8622b14eb17ae2831f4ac5b9dab84a,14888.34985256195
da8622b14eb17ae2831f4ac5b9dab84a,14887.969947814941
4a3ca9315b744ce9f8e9374361493884,14820.400024414062
25c5c91f63607446a97b143d2d535d31,14789.770401000977
7e93a43ef30c4f03f38b393420bc753a,14756.09976196289
7a241947449cc45dbfda4f9d0798d9d0,14736.599822998047
701938c450705b8ae65fc923b70f35c7,14716.48974609375
da8622b14eb17ae2831f4ac5b9dab84a,14668.069963932037
b94cc9f10ddc85e4ba73a6f7974e7101,14531.180084228516
620c87c171fb2a6dd6e8bb4dec959fc6,14527.810029387474
7a67c85e85bb2ce8582c35f2203ad736,14510.300041764975
a4b6b9b992b46e9ef863637af96e04bc,14448.360107421875
c4f7fee5b0db50e87766f5a4d1b1b758,14428.31982421875
966cb4760537b1404caedd472cc610a5,14401.769775390625
a1043bafd471dff536d0c462352beb48,14338.600066661835
a1043bafd471dff536d0c462352beb48,14264.180047988892
a1043bafd471dff536d0c462352beb48,14239.349999904633
edb1ef5e36e0c8cd84eb3c9b003e486d,14210.78988647461
955fee9216a65b617aa5c0531780ce60,14154.260042190552
712e6ed8aa4aa1fa65dab41fed5737e4,13945.489929199219
ba90964cff9b9e0e6f32b23b82465f7b,13921.340118408203
a1043bafd471dff536d0c462352beb48,13853.27995300293
f7ba60f8c3f99e7ee4042fdef03b70c4,13814.499866485596
966cb4760537b1404caedd472cc610a5,13797.070098876953
7a67c85e85bb2ce8582c35f2203ad736,13783.259904146194
4a3ca9315b744ce9f8e9374361493884,13772.42997455597
ceaec5548eefc6e23e6607c5435102e7,13763.810005187988
fa1c13f2614d7b5c4749cbc52fecda94,13701.509910583496
1025f0e2d44d7041d6cf58b6550e0bfa,13546.73991394043
2b3e4a2a3ea8e01938cabda2a3e5cc79,13496.929748535156
73a63f72308aa20a46f4b1632018f196,13493.719902038574
9c0e69c7bf2619675bbadf47b43f655a,13373.919944763184
4a3ca9315b744ce9f8e9374361493884,13335.009907484055
7a67c85e85bb2ce8582c35f2203ad736,13319.130023956299
fa1c13f2614d7b5c4749cbc52fecda94,13308.570014953613
53243585a1d6dc2643021fd1853d8905,13142.279891967773
fa1c13f2614d7b5c4749cbc52fecda94,13122.820066452026
4a3ca9315b744ce9f8e9374361493884,13055.35000115633
ba90964cff9b9e0e6f32b23b82465f7b,12964.649993896484
ba90964cff9b9e0e6f32b23b82465f7b,12952.619813919067
